NR. DOSAR,DATA ÎNREGISTRĂRII,TERMEN,SOLUȚIE
50350/RD/2016,06.06.2016,,21.12.2016
50356/RD/2016,06.06.2016,,03.08.2017
50361/RD/2016,06.06.2016,,22.02.2018
50373/RD/2016,06.06.2016,,07.04.2017
50377/RD/2016,06.06.2016,,21.12.2016
50379/RD/2016,06.06.2016,,21.12.2016
50382/RD/2016,06.06.2016,,21.12.2016
50384/RD/2016,06.06.2016,,21.12.2016
50394/RD/2016,06.06.2016,,03.08.2017
50398/RD/2016,06.06.2016,,21.12.2016
50400/RD/2016,06.06.2016,,21.12.2016
50402/RD/2016,06.06.2016,,21.12.2016
50403/RD/2016,06.06.2016,,21.12.2016
50410/RD/2016,06.06.2016,,21.12.2016
50412/RD/2016,06.06.2016,,21.12.2016
50415/RD/2016,06.06.2016,,21.12.2016
50416/RD/2016,06.06.2016,,21.12.2016
50417/RD/2016,06.06.2016,,21.12.2016
50421/RD/2016,06.06.2016,,21.12.2016
50422/RD/2016,06.06.2016,,21.12.2016
50423/RD/2016,06.06.2016,,02.11.2017
50427/RD/2016,06.06.2016,,21.12.2016
50428/RD/2016,06.06.2016,,21.12.2016
50430/RD/2016,06.06.2016,,21.12.2016
50432/RD/2016,06.06.2016,,21.12.2016
50433/RD/2016,06.06.2016,,21.12.2016
50456/RD/2016,06.06.2016,,21.12.2016
50460/RD/2016,06.06.2016,,21.12.2016
50464/RD/2016,06.06.2016,,21.12.2016
50466/RD/2016,06.06.2016,,21.12.2016
50470/RD/2016,06.06.2016,,21.12.2016
50474/RD/2016,06.06.2016,,29.05.2017
50475/RD/2016,06.06.2016,,20.01.2017
50478/RD/2016,06.06.2016,,20.01.2017
50481/RD/2016,06.06.2016,,07.04.2017
50483/RD/2016,06.06.2016,,07.04.2017
50485/RD/2016,06.06.2016,,20.01.2017
50486/RD/2016,06.06.2016,,20.01.2017
50491/RD/2016,06.06.2016,,20.01.2017
50500/RD/2016,06.06.2016,,20.01.2017
50501/RD/2016,06.06.2016,,20.01.2017
50507/RD/2016,06.06.2016,,07.04.2017
50512/RD/2016,06.06.2016,,20.01.2017
50518/RD/2016,06.06.2016,,20.01.2017
50526/RD/2016,06.06.2016,,20.01.2017
50569/RD/2016,06.06.2016,,29.05.2017
50585/RD/2016,06.06.2016,,27.04.2018
50592/RD/2016,06.06.2016,,20.01.2017
50594/RD/2016,06.06.2016,,07.04.2017
50600/RD/2016,06.06.2016,,20.01.2017
50610/RD/2016,06.06.2016,,20.01.2017
50615/RD/2016,06.06.2016,,20.01.2017
50618/RD/2016,06.06.2016,,25.11.2016
50680/RD/2016,07.06.2016,,25.11.2016
50686/RD/2016,07.06.2016,,25.11.2016
50711/RD/2016,07.06.2016,,13.06.2017
50718/RD/2016,07.06.2016,,25.11.2016
50735/RD/2016,07.06.2016,,25.11.2016
50751/RD/2016,07.06.2016,,25.11.2016
50758/RD/2016,07.06.2016,,25.11.2016
50760/RD/2016,07.06.2016,,25.11.2016
50762/RD/2016,07.06.2016,,25.11.2016
50775/RD/2016,07.06.2016,,25.11.2016
50782/RD/2016,07.06.2016,,07.04.2017
50789/RD/2016,07.06.2016,,25.11.2016
50809/RD/2016,07.06.2016,,25.11.2016
50811/RD/2016,07.06.2016,,25.11.2016
50812/RD/2016,07.06.2016,,10.03.2017
50814/RD/2016,07.06.2016,,25.11.2016
50816/RD/2016,07.06.2016,,14.07.2017
50838/RD/2016,07.06.2016,,25.11.2016
50839/RD/2016,07.06.2016,,14.07.2017
50848/RD/2016,07.06.2016,,08.12.2016
50853/RD/2016,07.06.2016,,08.12.2016
50859/RD/2016,07.06.2016,,08.12.2016
50868/RD/2016,07.06.2016,,08.12.2016
50871/RD/2016,07.06.2016,,08.12.2016
50872/RD/2016,07.06.2016,,08.12.2016
50876/RD/2016,07.06.2016,,08.12.2016
50878/RD/2016,07.06.2016,,08.12.2016
50880/RD/2016,07.06.2016,,07.02.2018
50885/RD/2016,07.06.2016,,08.12.2016
50897/RD/2016,07.06.2016,,08.12.2016
50900/RD/2016,07.06.2016,,04.05.2017
50909/RD/2016,07.06.2016,,08.12.2016
50934/RD/2016,07.06.2016,,08.12.2016
50935/RD/2016,07.06.2016,,08.12.2016
50940/RD/2016,07.06.2016,,08.12.2016
50943/RD/2016,07.06.2016,,08.12.2016
50945/RD/2016,07.06.2016,,23.06.2017
50946/RD/2016,07.06.2016,,08.12.2016
50949/RD/2016,07.06.2016,,21.12.2016
50950/RD/2016,07.06.2016,,21.12.2016
50953/RD/2016,07.06.2016,,21.12.2016
50956/RD/2016,07.06.2016,,21.12.2016
50957/RD/2016,07.06.2016,,21.12.2016
50958/RD/2016,07.06.2016,,21.12.2016
50962/RD/2016,07.06.2016,,21.12.2016
50963/RD/2016,07.06.2016,,21.12.2016
50964/RD/2016,07.06.2016,,21.12.2016
50969/RD/2016,07.06.2016,,21.12.2016
50972/RD/2016,07.06.2016,,21.12.2016
51204/RD/2016,09.06.2016,,21.12.2016
51258/RD/2016,10.06.2016,,25.05.2017
51264/RD/2016,10.06.2016,,21.12.2016
51283/RD/2016,10.06.2016,,06.07.2017
51290/RD/2016,10.06.2016,,21.12.2016
51298/RD/2016,10.06.2016,,06.07.2017
51306/RD/2016,10.06.2016,,21.12.2016
51324/RD/2016,10.06.2016,,06.07.2017
51330/RD/2016,10.06.2016,,18.11.2016
51336/RD/2016,10.06.2016,,10.03.2017
51343/RD/2016,10.06.2016,,18.11.2016
51352/RD/2016,10.06.2016,,31.05.2019
51370/RD/2016,10.06.2016,,10.03.2017
51381/RD/2016,10.06.2016,,10.03.2017
51446/RD/2016,10.06.2016,,18.11.2016
51488/RD/2016,10.06.2016,,18.11.2016
51989/RD/2016,13.06.2016,,18.11.2016
52714/RD/2016,15.06.2016,,22.02.2018
52781/RD/2016,15.06.2016,,18.11.2016
52783/RD/2016,15.06.2016,,18.11.2016
52991/RD/2016,15.06.2016,,22.04.2019
52996/RD/2016,15.06.2016,,22.04.2019
53001/RD/2016,15.06.2016,,22.04.2019
53006/RD/2016,15.06.2016,,22.04.2019
53117/RD/2016,15.06.2016,,18.11.2016
53705/RD/2016,16.06.2016,,07.04.2017
53708/RD/2016,16.06.2016,,31.01.2017
53990/RD/2016,17.06.2016,,20.06.2020
54011/RD/2016,17.06.2016,,31.01.2017
54025/RD/2016,17.06.2016,,31.01.2017
54068/RD/2016,17.06.2016,,31.01.2017
54092/RD/2016,17.06.2016,,31.01.2017
54102/RD/2016,17.06.2016,,31.01.2017
54113/RD/2016,17.06.2016,,31.01.2017
54123/RD/2016,17.06.2016,,31.01.2017
54141/RD/2016,17.06.2016,,31.01.2017
54393/RD/2016,21.06.2016,,31.01.2017
54406/RD/2016,21.06.2016,,31.01.2017
54430/RD/2016,21.06.2016,,31.01.2017
54445/RD/2016,21.06.2016,,31.01.2017
54457/RD/2016,21.06.2016,,31.01.2017
54467/RD/2016,21.06.2016,,31.01.2017
54507/RD/2016,21.06.2016,,31.01.2017
54530/RD/2016,21.06.2016,,31.01.2017
54542/RD/2016,21.06.2016,,31.01.2017
54563/RD/2016,21.06.2016,,27.11.2017
54573/RD/2016,21.06.2016,,16.02.2017
54590/RD/2016,21.06.2016,,16.02.2017
54704/RD/2016,21.06.2016,,16.02.2017
54720/RD/2016,21.06.2016,,13.06.2017
54733/RD/2016,21.06.2016,,16.02.2017
54748/RD/2016,21.06.2016,,13.06.2017
54778/RD/2016,21.06.2016,,16.02.2017
55033/RD/2016,22.06.2016,,16.02.2017
55059/RD/2016,22.06.2016,,13.06.2017
55242/RD/2016,22.06.2016,,16.02.2017
55316/RD/2016,22.06.2016,,17.07.2020
55361/RD/2016,22.06.2016,,16.02.2017
56439/RD/2016,24.06.2016,,16.02.2017
56570/RD/2016,24.06.2016,,16.02.2017
56583/RD/2016,24.06.2016,,16.02.2017
56593/RD/2016,24.06.2016,,16.02.2017
56610/RD/2016,24.06.2016,,13.06.2017
56775/RD/2016,27.06.2016,,16.02.2017
56856/RD/2016,27.06.2016,,31.01.2017
57080/RD/2016,27.06.2016,,31.01.2017
57130/RD/2016,27.06.2016,,13.06.2017
57439/RD/2016,28.06.2016,,31.01.2017
57467/RD/2016,28.06.2016,,31.01.2017
57479/RD/2016,28.06.2016,,31.01.2017
57516/RD/2016,28.06.2016,,31.01.2017
57526/RD/2016,28.06.2016,,31.01.2017
57529/RD/2016,28.06.2016,,31.01.2017
57533/RD/2016,28.06.2016,,21.08.2017
57538/RD/2016,28.06.2016,,22.02.2017
57540/RD/2016,28.06.2016,,13.06.2017
57544/RD/2016,28.06.2016,,31.01.2017
57549/RD/2016,28.06.2016,,31.01.2017
57554/RD/2016,28.06.2016,,31.01.2017
57556/RD/2016,28.06.2016,,31.01.2017
57581/RD/2016,28.06.2016,,31.01.2017
57588/RD/2016,28.06.2016,,31.01.2017
57595/RD/2016,28.06.2016,,24.02.2017
57604/RD/2016,28.06.2016,,24.02.2017
57612/RD/2016,28.06.2016,,24.02.2017
57616/RD/2016,28.06.2016,,24.02.2017
57627/RD/2016,28.06.2016,,24.02.2017
57657/RD/2016,28.06.2016,,24.02.2017
57666/RD/2016,28.06.2016,,10.04.2018
57678/RD/2016,28.06.2016,,29.05.2017
57681/RD/2016,28.06.2016,,24.02.2017
57689/RD/2016,28.06.2016,,24.02.2017
57694/RD/2016,28.06.2016,,24.02.2017
57695/RD/2016,28.06.2016,,24.02.2017
57700/RD/2016,28.06.2016,,24.02.2017
57703/RD/2016,28.06.2016,,24.02.2017
57707/RD/2016,28.06.2016,,29.05.2017
57708/RD/2016,28.06.2016,,24.02.2017
57713/RD/2016,28.06.2016,,07.02.2018
57718/RD/2016,28.06.2016,,24.02.2017
57721/RD/2016,28.06.2016,,24.02.2017
57726/RD/2016,28.06.2016,,11.07.2019
57765/RD/2016,29.06.2016,,24.02.2017
57779/RD/2016,29.06.2016,,24.02.2017
57979/RD/2016,29.06.2016,,23.06.2017
58027/RD/2016,29.06.2016,,23.06.2017
58037/RD/2016,29.06.2016,,24.02.2017
58759/RD/2016,01.07.2016,,24.02.2017
58763/RD/2016,01.07.2016,,24.02.2017
58786/RD/2016,01.07.2016,,24.02.2017
58795/RD/2016,01.07.2016,,24.02.2017
58803/RD/2016,01.07.2016,,24.02.2017
58811/RD/2016,01.07.2016,,24.02.2017
58819/RD/2016,01.07.2016,,24.02.2017
58832/RD/2016,01.07.2016,,24.02.2017
58839/RD/2016,01.07.2016,,24.02.2017
58845/RD/2016,01.07.2016,,24.02.2017
58964/RD/2016,01.07.2016,,15.02.2019
59198/RD/2016,04.07.2016,,24.02.2017
59212/RD/2016,04.07.2016,,24.02.2017
59282/RD/2016,04.07.2016,,24.02.2017
59298/RD/2016,04.07.2016,,23.06.2017
59311/RD/2016,04.07.2016,,04.05.2017
59352/RD/2016,04.07.2016,,04.05.2017
59355/RD/2016,04.07.2016,,04.05.2017
59596/RD/2016,05.07.2016,,08.03.2019
59638/RD/2016,05.07.2016,,04.05.2017
59643/RD/2016,05.07.2016,,03.08.2017
59647/RD/2016,05.07.2016,,04.05.2017
59650/RD/2016,05.07.2016,,04.05.2017
59655/RD/2016,05.07.2016,,03.08.2017
59760/RD/2016,05.07.2016,,02.03.2018
59766/RD/2016,05.07.2016,,03.08.2017
59770/RD/2016,05.07.2016,,04.05.2017
59774/RD/2016,05.07.2016,,13.06.2017
59784/RD/2016,05.07.2016,,04.05.2017
59787/RD/2016,05.07.2016,,04.05.2017
59794/RD/2016,05.07.2016,,04.05.2017
59965/RD/2016,06.07.2016,,04.05.2017
59972/RD/2016,06.07.2016,,04.05.2017
60040/RD/2016,06.07.2016,,04.05.2017
60049/RD/2016,06.07.2016,,24.02.2017
60068/RD/2016,06.07.2016,,16.11.2017
60074/RD/2016,06.07.2016,,16.11.2017
60084/RD/2016,06.07.2016,,24.02.2017
60090/RD/2016,06.07.2016,,24.02.2017
60096/RD/2016,06.07.2016,,24.02.2017
60100/RD/2016,06.07.2016,,24.02.2017
60118/RD/2016,06.07.2016,,24.02.2017
60242/RD/2016,06.07.2016,,24.02.2017
60801/RD/2016,08.07.2016,,24.02.2017
60805/RD/2016,08.07.2016,,24.02.2017
60810/RD/2016,08.07.2016,,24.02.2017
60815/RD/2016,08.07.2016,,24.02.2017
60824/RD/2016,08.07.2016,,24.02.2017
60828/RD/2016,08.07.2016,,24.02.2017
60832/RD/2016,08.07.2016,,24.02.2017
60838/RD/2016,08.07.2016,,24.02.2017
60846/RD/2016,08.07.2016,,24.02.2017
60851/RD/2016,08.07.2016,,24.02.2017
60891/RD/2016,08.07.2016,,24.02.2017
60893/RD/2016,08.07.2016,,17.03.2017
60897/RD/2016,08.07.2016,,27.11.2017
60905/RD/2016,08.07.2016,,17.03.2017
60911/RD/2016,08.07.2016,,17.03.2017
60915/RD/2016,08.07.2016,,17.03.2017
60919/RD/2016,08.07.2016,,17.03.2017
60922/RD/2016,08.07.2016,,17.03.2017
60956/RD/2016,08.07.2016,,17.03.2017
60960/RD/2016,08.07.2016,,17.03.2017
60963/RD/2016,08.07.2016,,17.03.2017
60972/RD/2016,08.07.2016,,27.11.2017
60977/RD/2016,08.07.2016,,17.03.2017
60978/RD/2016,08.07.2016,,27.11.2017
60980/RD/2016,08.07.2016,,27.11.2017
60982/RD/2016,08.07.2016,,17.03.2017
60983/RD/2016,08.07.2016,,17.03.2017
61052/RD/2016,11.07.2016,,17.03.2017
61153/RD/2016,11.07.2016,,19.01.2018
61157/RD/2016,11.07.2016,,17.03.2017
61159/RD/2016,11.07.2016,,19.01.2018
61164/RD/2016,11.07.2016,,19.01.2018
61235/RD/2016,11.07.2016,,27.11.2017
61241/RD/2016,11.07.2016,,01.02.2021
61534/RD/2016,12.07.2016,,17.03.2017
61536/RD/2016,12.07.2016,,17.03.2017
61561/RD/2016,12.07.2016,,17.03.2017
61562/RD/2016,12.07.2016,,25.05.2017
61566/RD/2016,12.07.2016,,17.03.2017
61579/RD/2016,12.07.2016,,17.03.2017
61588/RD/2016,12.07.2016,,25.05.2017
61602/RD/2016,12.07.2016,,17.03.2017
61640/RD/2016,12.07.2016,,03.08.2017
61647/RD/2016,12.07.2016,,17.03.2017
61668/RD/2016,12.07.2016,,17.03.2017
61678/RD/2016,12.07.2016,,02.03.2017
61765/RD/2016,12.07.2016,,02.03.2017
61776/RD/2016,12.07.2016,,02.03.2017
61781/RD/2016,12.07.2016,,02.03.2017
61790/RD/2016,12.07.2016,,02.03.2017
61847/RD/2016,12.07.2016,,02.03.2017
61853/RD/2016,12.07.2016,,02.03.2017
61854/RD/2016,12.07.2016,,27.11.2017
61857/RD/2016,12.07.2016,,27.11.2017
61917/RD/2016,13.07.2016,,02.03.2017
61942/RD/2016,13.07.2016,,08.03.2019
62021/RD/2016,13.07.2016,,02.03.2017
62030/RD/2016,13.07.2016,,02.03.2017
62032/RD/2016,13.07.2016,,02.03.2017
62039/RD/2016,13.07.2016,,02.03.2017
62384/RD/2016,14.07.2016,,02.03.2017
62900/RD/2016,15.07.2016,,02.03.2017
62917/RD/2016,15.07.2016,,02.03.2017
62923/RD/2016,15.07.2016,,02.03.2017
62928/RD/2016,15.07.2016,,27.11.2017
62937/RD/2016,15.07.2016,,10.03.2017
62941/RD/2016,15.07.2016,,10.03.2017
62949/RD/2016,15.07.2016,,10.03.2017
63029/RD/2016,15.07.2016,,10.03.2017
63035/RD/2016,15.07.2016,,10.03.2017
63061/RD/2016,15.07.2016,,10.03.2017
63075/RD/2016,15.07.2016,,21.08.2017
63086/RD/2016,15.07.2016,,10.03.2017
63337/RD/2016,18.07.2016,16.12.2016,
63341/RD/2016,18.07.2016,,17.07.2019
63644/RD/2016,19.07.2016,,10.03.2017
63651/RD/2016,19.07.2016,,10.03.2017
63657/RD/2016,19.07.2016,,10.03.2017
63668/RD/2016,19.07.2016,,07.04.2017
63684/RD/2016,19.07.2016,,10.03.2017
63711/RD/2016,19.07.2016,,10.03.2017
63716/RD/2016,19.07.2016,,21.08.2017
63722/RD/2016,19.07.2016,,10.03.2017
63725/RD/2016,19.07.2016,,10.03.2017
63743/RD/2016,19.07.2016,,10.03.2017
63747/RD/2016,19.07.2016,,29.11.2017
63836/RD/2016,19.07.2016,,02.03.2017
63844/RD/2016,19.07.2016,,29.11.2017
63851/RD/2016,19.07.2016,,02.03.2017
63906/RD/2016,19.07.2016,,02.03.2017
63909/RD/2016,19.07.2016,,02.03.2017
63910/RD/2016,19.07.2016,,02.03.2017
63911/RD/2016,19.07.2016,,12.10.2018
63913/RD/2016,19.07.2016,,02.03.2017
63916/RD/2016,19.07.2016,,02.03.2017
64099/RD/2016,20.07.2016,,02.03.2017
64510/RD/2016,21.07.2016,,02.03.2017
64644/RD/2016,21.07.2016,,02.03.2017
64900/RD/2016,22.07.2016,,02.03.2017
64906/RD/2016,22.07.2016,,02.03.2017
64912/RD/2016,22.07.2016,,02.03.2017
64990/RD/2016,22.07.2016,,02.03.2017
65035/RD/2016,22.07.2016,,03.03.2017
65042/RD/2016,22.07.2016,,03.03.2017
65139/RD/2016,22.07.2016,,03.03.2017
65406/RD/2016,25.07.2016,,03.03.2017
65705/RD/2016,26.07.2016,,03.08.2017
65709/RD/2016,26.07.2016,27.09.2017,
65735/RD/2016,26.07.2016,,03.03.2017
65739/RD/2016,26.07.2016,,03.03.2017
65747/RD/2016,26.07.2016,,03.03.2017
65755/RD/2016,26.07.2016,,04.05.2017
65769/RD/2016,26.07.2016,,03.03.2017
65773/RD/2016,26.07.2016,,03.03.2017
65777/RD/2016,26.07.2016,,03.03.2017
65785/RD/2016,26.07.2016,,03.03.2017
65791/RD/2016,26.07.2016,,03.03.2017
65878/RD/2016,26.07.2016,,10.03.2017
65885/RD/2016,26.07.2016,,03.03.2017
65899/RD/2016,26.07.2016,,03.03.2017
65903/RD/2016,26.07.2016,,10.03.2017
65907/RD/2016,26.07.2016,,03.03.2017
65911/RD/2016,26.07.2016,,03.03.2017
65941/RD/2016,26.07.2016,,03.03.2017
65947/RD/2016,26.07.2016,,10.03.2017
65951/RD/2016,26.07.2016,,10.03.2017
66156/RD/2016,27.07.2016,,08.10.2018
66165/RD/2016,27.07.2016,,20.05.2019
66782/RD/2016,28.07.2016,,10.03.2017
67226/RD/2016,01.08.2016,,10.03.2017
67232/RD/2016,01.08.2016,,10.03.2017
67252/RD/2016,01.08.2016,,10.03.2017
67643/RD/2016,02.08.2016,,25.05.2017
67663/RD/2016,02.08.2016,,03.08.2017
67668/RD/2016,02.08.2016,,10.03.2017
67679/RD/2016,02.08.2016,,10.03.2017
67683/RD/2016,02.08.2016,,10.03.2017
67688/RD/2016,02.08.2016,,10.03.2017
67694/RD/2016,02.08.2016,,10.03.2017
67699/RD/2016,02.08.2016,,10.03.2017
67702/RD/2016,02.08.2016,,10.03.2017
67708/RD/2016,02.08.2016,,10.03.2017
67712/RD/2016,02.08.2016,,17.03.2017
67720/RD/2016,02.08.2016,,23.10.2017
67828/RD/2016,02.08.2016,,17.03.2017
67843/RD/2016,02.08.2016,,17.03.2017
67847/RD/2016,02.08.2016,,14.07.2017
67853/RD/2016,02.08.2016,,17.03.2017
67860/RD/2016,02.08.2016,,17.03.2017
67868/RD/2016,02.08.2016,,17.03.2017
67873/RD/2016,02.08.2016,,17.03.2017
67882/RD/2016,02.08.2016,,17.03.2017
67886/RD/2016,02.08.2016,,17.03.2017
67889/RD/2016,02.08.2016,,17.03.2017
67898/RD/2016,02.08.2016,,14.07.2017
67993/RD/2016,02.08.2016,,04.05.2017
67997/RD/2016,02.08.2016,,17.03.2017
68000/RD/2016,02.08.2016,,17.03.2017
68004/RD/2016,02.08.2016,,17.03.2017
68007/RD/2016,02.08.2016,,17.03.2017
68009/RD/2016,02.08.2016,,17.03.2017
68011/RD/2016,02.08.2016,,17.03.2017
68013/RD/2016,02.08.2016,,03.03.2017
68015/RD/2016,02.08.2016,,03.03.2017
68055/RD/2016,03.08.2016,,03.03.2017
68056/RD/2016,03.08.2016,,03.03.2017
68059/RD/2016,03.08.2016,,03.03.2017
68067/RD/2016,03.08.2016,,07.04.2017
68131/RD/2016,03.08.2016,,07.04.2017
68136/RD/2016,03.08.2016,,03.03.2017
68138/RD/2016,03.08.2016,,03.03.2017
68145/RD/2016,03.08.2016,,03.03.2017
68164/RD/2016,03.08.2016,,03.03.2017
68171/RD/2016,03.08.2016,,03.03.2017
68457/RD/2016,04.08.2016,,03.03.2017
68501/RD/2016,04.08.2016,,07.04.2017
68873/RD/2016,05.08.2016,,03.03.2017
68889/RD/2016,05.08.2016,,03.03.2017
69013/RD/2016,05.08.2016,,03.03.2017
69020/RD/2016,05.08.2016,,23.06.2017
69038/RD/2016,05.08.2016,,03.03.2017
69041/RD/2016,05.08.2016,,26.01.2018
69048/RD/2016,05.08.2016,,03.03.2017
69056/RD/2016,05.08.2016,,03.03.2017
69063/RD/2016,05.08.2016,,04.05.2017
69079/RD/2016,05.08.2016,,03.03.2017
69090/RD/2016,05.08.2016,,04.05.2017
69467/RD/2016,08.08.2016,,04.05.2017
69685/RD/2016,09.08.2016,,04.05.2017
69689/RD/2016,09.08.2016,,03.03.2017
69704/RD/2016,09.08.2016,,03.03.2017
69707/RD/2016,09.08.2016,,04.05.2017
69709/RD/2016,09.08.2016,,03.03.2017
69724/RD/2016,09.08.2016,,03.03.2017
69732/RD/2016,09.08.2016,,03.03.2017
69737/RD/2016,09.08.2016,,03.03.2017
69742/RD/2016,09.08.2016,,03.03.2017
69761/RD/2016,09.08.2016,,22.02.2017
69766/RD/2016,09.08.2016,,22.02.2017
69773/RD/2016,09.08.2016,,22.02.2017
69774/RD/2016,09.08.2016,,25.05.2017
69779/RD/2016,09.08.2016,,22.02.2017
69852/RD/2016,09.08.2016,,22.02.2017
69855/RD/2016,09.08.2016,,25.05.2017
69867/RD/2016,09.08.2016,,07.02.2018
69874/RD/2016,09.08.2016,,22.02.2017
69889/RD/2016,09.08.2016,,22.02.2017
69913/RD/2016,09.08.2016,,22.02.2017
70022/RD/2016,09.08.2016,,22.02.2017
70026/RD/2016,09.08.2016,,22.02.2017
70094/RD/2016,10.08.2016,,06.07.2017
70171/RD/2016,10.08.2016,,26.01.2018
70175/RD/2016,10.08.2016,,26.01.2018
70725/RD/2016,11.08.2016,,22.02.2017
70726/RD/2016,11.08.2016,,22.02.2017
70729/RD/2016,11.08.2016,,28.03.2017
71786/RD/2016,17.08.2016,,28.03.2017
71877/RD/2016,17.08.2016,,28.03.2017
71908/RD/2016,17.08.2016,,28.03.2017
71918/RD/2016,17.08.2016,,28.03.2017
71927/RD/2016,17.08.2016,,28.03.2017
71931/RD/2016,17.08.2016,,28.03.2017
71938/RD/2016,17.08.2016,,28.03.2017
71944/RD/2016,17.08.2016,,28.03.2017
71953/RD/2016,17.08.2016,,28.03.2017
72044/RD/2016,17.08.2016,,28.03.2017
72368/RD/2016,18.08.2016,,28.03.2017
72877/RD/2016,19.08.2016,,28.03.2017
72921/RD/2016,19.08.2016,,28.03.2017
72925/RD/2016,19.08.2016,,28.03.2017
72934/RD/2016,19.08.2016,,28.03.2017
72938/RD/2016,19.08.2016,,28.03.2017
72958/RD/2016,19.08.2016,,28.03.2017
73041/RD/2016,19.08.2016,,28.03.2017
73048/RD/2016,19.08.2016,,28.03.2017
73052/RD/2016,19.08.2016,,24.03.2017
73058/RD/2016,19.08.2016,,24.03.2017
73065/RD/2016,19.08.2016,,24.03.2017
73073/RD/2016,19.08.2016,,24.03.2017
73079/RD/2016,19.08.2016,,24.03.2017
73085/RD/2016,19.08.2016,,24.03.2017
73095/RD/2016,19.08.2016,,24.03.2017
73099/RD/2016,19.08.2016,,24.03.2017
73106/RD/2016,19.08.2016,,24.03.2017
73219/RD/2016,22.08.2016,,24.03.2017
73223/RD/2016,22.08.2016,,24.03.2017
73229/RD/2016,22.08.2016,,24.03.2017
73247/RD/2016,22.08.2016,,03.08.2017
73516/RD/2016,22.08.2016,,24.03.2017
73746/RD/2016,23.08.2016,,24.03.2017
73751/RD/2016,23.08.2016,,24.03.2017
73759/RD/2016,23.08.2016,,24.03.2017
73761/RD/2016,23.08.2016,,24.03.2017
73767/RD/2016,23.08.2016,,24.03.2017
73769/RD/2016,23.08.2016,,22.02.2017
73777/RD/2016,23.08.2016,,24.03.2017
73788/RD/2016,23.08.2016,,24.03.2017
73797/RD/2016,23.08.2016,,24.03.2017
73806/RD/2016,23.08.2016,,24.03.2017
73813/RD/2016,23.08.2016,,24.03.2017
73819/RD/2016,23.08.2016,,24.03.2017
73826/RD/2016,23.08.2016,,25.05.2017
73832/RD/2016,23.08.2016,,24.03.2017
73840/RD/2016,23.08.2016,,24.03.2017
73845/RD/2016,23.08.2016,,24.03.2017
73940/RD/2016,23.08.2016,,06.07.2017
73944/RD/2016,23.08.2016,,24.03.2017
73950/RD/2016,23.08.2016,,24.03.2017
73955/RD/2016,23.08.2016,,24.03.2017
73959/RD/2016,23.08.2016,,24.03.2017
73966/RD/2016,23.08.2016,,24.03.2017
73972/RD/2016,23.08.2016,,24.03.2017
73974/RD/2016,23.08.2016,,24.03.2017
73976/RD/2016,23.08.2016,,24.03.2017
73981/RD/2016,23.08.2016,,24.03.2017
73984/RD/2016,23.08.2016,,17.03.2017
73988/RD/2016,23.08.2016,,30.12.2020
73993/RD/2016,23.08.2016,,17.03.2017
73994/RD/2016,23.08.2016,,04.05.2017
73997/RD/2016,23.08.2016,,17.03.2017
74001/RD/2016,23.08.2016,,17.03.2017
74006/RD/2016,23.08.2016,,17.03.2017
74009/RD/2016,23.08.2016,,17.03.2017
74012/RD/2016,23.08.2016,,17.03.2017
74026/RD/2016,23.08.2016,,10.03.2017
74040/RD/2016,23.08.2016,,10.03.2017
74043/RD/2016,23.08.2016,,10.03.2017
74046/RD/2016,23.08.2016,,10.03.2017
74048/RD/2016,23.08.2016,,29.09.2017
74051/RD/2016,23.08.2016,,10.03.2017
74056/RD/2016,23.08.2016,,10.03.2017
74062/RD/2016,23.08.2016,,10.03.2017
74069/RD/2016,23.08.2016,,10.03.2017
74075/RD/2016,23.08.2016,,10.03.2017
74101/RD/2016,23.08.2016,,29.09.2017
74103/RD/2016,23.08.2016,,23.10.2017
74105/RD/2016,23.08.2016,,07.04.2017
74108/RD/2016,23.08.2016,,07.04.2017
74109/RD/2016,23.08.2016,,07.04.2017
74110/RD/2016,23.08.2016,,07.04.2017
74111/RD/2016,23.08.2016,,07.04.2017
74156/RD/2016,24.08.2016,,03.08.2017
74177/RD/2016,24.08.2016,,07.04.2017
74449/RD/2016,24.08.2016,,07.04.2017
74545/RD/2016,24.08.2016,,07.04.2017
74547/RD/2016,24.08.2016,,07.04.2017
74551/RD/2016,24.08.2016,,21.08.2017
75228/RD/2016,26.08.2016,,21.08.2017
75254/RD/2016,26.08.2016,,21.08.2017
75258/RD/2016,26.08.2016,,21.08.2017
75263/RD/2016,26.08.2016,,21.08.2017
75269/RD/2016,26.08.2016,,21.08.2017
75274/RD/2016,26.08.2016,,21.08.2017
75280/RD/2016,26.08.2016,,21.08.2017
75295/RD/2016,26.08.2016,,21.08.2017
75302/RD/2016,26.08.2016,,21.08.2017
75315/RD/2016,26.08.2016,,21.08.2017
75962/RD/2016,30.08.2016,,21.08.2017
76037/RD/2016,30.08.2016,,21.08.2017
76043/RD/2016,30.08.2016,,21.08.2017
76049/RD/2016,30.08.2016,,21.08.2017
76060/RD/2016,30.08.2016,,25.05.2017
76075/RD/2016,30.08.2016,,25.05.2017
76093/RD/2016,30.08.2016,,25.05.2017
76104/RD/2016,30.08.2016,,25.05.2017
76109/RD/2016,30.08.2016,,25.05.2017
76120/RD/2016,30.08.2016,,25.05.2017
76126/RD/2016,30.08.2016,,25.05.2017
76135/RD/2016,30.08.2016,,25.05.2017
